"","logFC","logCPM","LR","PValue","FDR","tag"
"hsa-miR-93-3p",0.144735642478741,3.5265570304555,2.49747441026778,0.114029031750991,0.171861937806518,"Stable"
"hsa-miR-339-5p",-0.159189582537843,5.22244227370544,2.46176088725224,0.116647947388076,0.175121128927402,"Stable"
"hsa-miR-219b-3p",0.401843154870308,1.14921001382209,2.46042190940057,0.116747419284934,0.175121128927402,"Stable"
"hsa-miR-23a-5p",-0.246755506746545,2.538713255326,2.45310892626378,0.117292352800664,0.175520622955863,"Stable"
"hsa-miR-4423-5p",0.340121023643514,1.29941683504286,2.44451444528875,0.117936373904486,0.176066150615702,"Stable"
"hsa-miR-323b-3p",0.356217925822879,1.46680636040516,2.41917402123801,0.119858113636153,0.178512084138951,"Stable"
"hsa-miR-152-5p",-0.268373827448099,1.43669284810959,2.40310932284262,0.121094349260509,0.179927924608776,"Stable"
"hsa-miR-330-3p",-0.179166192006756,2.59534019754922,2.38245134583815,0.122704866389408,0.181891919589004,"Stable"
"hsa-miR-203a-5p",0.354187403326821,1.24628571360842,2.34833544647631,0.125416862680833,0.185351340401566,"Stable"
"hsa-miR-10b-5p",-0.182007425119362,14.3520461006097,2.34572602518199,0.125627019605506,0.185351340401566,"Stable"
"hsa-miR-6715a-3p",0.518803281590606,3.05732401437272,2.2861103202406,0.130536695906677,0.192145136498146,"Stable"
"hsa-miR-218-1-3p",-0.211641064175534,1.94174965931081,2.27142794434405,0.131778434574239,0.193520778046085,"Stable"
"hsa-miR-19b-3p",-0.134512793806161,7.16343509146867,2.21178196536118,0.13696038711219,0.200662892745767,"Stable"
"hsa-miR-378a-3p",0.150929839507187,7.79201040270288,2.20760013736071,0.137332163957357,0.200740750100081,"Stable"
"hsa-miR-4791",-0.270700107110976,1.36975249673625,2.1566381092689,0.141954976838124,0.207017674555598,"Stable"
"hsa-miR-4999-5p",0.187069126387519,2.02663910919799,2.12772915570417,0.144654919901679,0.210467897316531,"Stable"
"hsa-miR-29c-5p",0.122570673823665,6.02996234552086,2.12412923100351,0.144995163199092,0.210476849805133,"Stable"
"hsa-miR-758-5p",-0.300364467524954,2.12674991938065,2.08623809680705,0.148631674267649,0.215259666180733,"Stable"
"hsa-miR-3913-3p",0.354900289474246,1.18437307025678,2.07597067293071,0.149634717877768,0.216215303355491,"Stable"
"hsa-miR-3173-5p",-0.314258544466847,1.19512523031273,2.02892513008393,0.154329722028952,0.222489072947916,"Stable"
"hsa-miR-143-3p",-0.191973223897346,16.393734260541,2.01051143264317,0.156212649532182,0.224689427409303,"Stable"
"hsa-miR-6716-3p",0.254652627949749,1.48482205322327,1.98916672091215,0.158428033278536,0.227356858691294,"Stable"
"hsa-miR-5187-5p",0.281182966913256,1.37933237839497,1.97973948363989,0.159417854319127,0.228196642537077,"Stable"
"hsa-miR-361-3p",-0.110485687268128,7.99143284222693,1.97396146463916,0.160028001929108,0.228196642537077,"Stable"
"hsa-miR-369-3p",0.266149049014792,1.82208903417662,1.97201330169764,0.160234323421597,0.228196642537077,"Stable"
"hsa-miR-589-3p",0.188654001314141,1.8725413877674,1.96986602321647,0.160462083561786,0.228196642537077,"Stable"
"hsa-miR-134-5p",-0.281359304497901,6.06890260017323,1.95065850046069,0.162515908702866,0.230217776440814,"Stable"
"hsa-miR-20a-5p",0.15176813157287,8.00714010867988,1.94974674779098,0.162614143676448,0.230217776440814,"Stable"
"hsa-miR-579-5p",-0.299524438019914,1.21384919308587,1.91045651252244,0.166912557331346,0.235773343315578,"Stable"
"hsa-miR-26a-1-3p",-0.231836049706436,1.47362636195029,1.90070156110698,0.167999813050997,0.236778260004761,"Stable"
"hsa-miR-362-3p",-0.150841248368981,2.1150016939741,1.89006256260501,0.169194865387165,0.237930279450701,"Stable"
"hsa-miR-454-5p",-0.26554208267842,1.30601706286132,1.82187478277558,0.177090278205835,0.248478564075003,"Stable"
"hsa-miR-660-5p",-0.140794747145624,5.9721108336475,1.80906263343513,0.178620716732159,0.250069003425023,"Stable"
"hsa-miR-3622a-3p",0.252600162471902,1.58289710118968,1.7551326892679,0.185232780760405,0.25875089108438,"Stable"
"hsa-miR-125b-2-3p",0.130177710006435,5.73845074157932,1.72318655404024,0.189283381725947,0.263824182494129,"Stable"
"hsa-miR-340-5p",0.154089224894886,4.09960383846796,1.69019598441685,0.19357513612931,0.26921045421957,"Stable"
"hsa-miR-4677-5p",0.302769489554222,1.227297367398,1.67337744788779,0.195806763211266,0.271714230887881,"Stable"
"hsa-miR-95-3p",-0.128437525390602,4.15995721682381,1.66381513123724,0.19708899879428,0.272892459869003,"Stable"
"hsa-miR-6798-3p",0.306032975288243,1.1930598720178,1.60665247527677,0.204963000009068,0.283172565802002,"Stable"
"hsa-miR-6516-5p",0.292377888122388,1.23197053408437,1.58214475354131,0.208452029373227,0.287362753840553,"Stable"
"hsa-let-7g-5p",-0.11753533931399,10.1538301507856,1.57811945607705,0.209031778728347,0.287532796067377,"Stable"
"hsa-miR-6808-3p",0.258633304178658,1.33814596286981,1.57019305492389,0.210178979672837,0.288480952492129,"Stable"
"hsa-miR-3193",-0.205167034072189,1.50761443725106,1.55876426660342,0.211846247150402,0.290137251532072,"Stable"
"hsa-miR-10a-3p",-0.247475017494823,1.29786420084383,1.53535605167161,0.21531037336264,0.29424194190556,"Stable"
"hsa-miR-409-5p",-0.216128540995904,2.32827783679373,1.50437062362244,0.220000092845627,0.300000126607674,"Stable"
"hsa-miR-338-5p",0.16039190729151,3.30800159486026,1.49874056359079,0.220865248507463,0.30052938781793,"Stable"
"hsa-miR-581",0.274496490212839,1.25885550679231,1.48795485967588,0.222534046209882,0.302147519638417,"Stable"
"hsa-miR-301b-3p",0.275616142284349,1.4927411916687,1.47447930857879,0.22464028737094,0.303864513488333,"Stable"
"hsa-miR-6514-3p",0.278948223516673,1.23789065147786,1.47369712718773,0.224763275056449,0.303864513488333,"Stable"
"hsa-miR-585-3p",0.198042580075526,1.94815286100244,1.4601515069171,0.226906015956828,0.306104475487797,"Stable"
"hsa-miR-30b-5p",-0.0861013468655179,9.5640520860589,1.41360275631075,0.234459234752497,0.315009113681737,"Stable"
"hsa-miR-1306-5p",0.11001312086038,3.60139511191162,1.41331547345771,0.234506784629737,0.315009113681737,"Stable"
"hsa-miR-410-3p",0.244113229166749,2.52669690615953,1.39981971872578,0.236753757924996,0.317185866740483,"Stable"
"hsa-miR-585-5p",-0.198901560837072,1.48041203593684,1.39755009488039,0.237134195610742,0.317185866740483,"Stable"
"hsa-miR-491-5p",-0.101538425178147,3.31861700034333,1.37611787606602,0.240763522656415,0.320770509888294,"Stable"
"hsa-let-7i-3p",-0.115058589589643,8.89935046625188,1.37292303046786,0.241310300866987,0.320770509888294,"Stable"
"hsa-miR-365b-5p",-0.262939550766179,1.18937583479765,1.37274028827119,0.241341621725479,0.320770509888294,"Stable"
"hsa-miR-4473",-0.20167693487299,1.43802896962709,1.34473480358213,0.246200698919301,0.326299222639959,"Stable"
"hsa-miR-495-3p",-0.190271260958838,1.96251723547054,1.34282043616656,0.24653719043908,0.326299222639959,"Stable"
"hsa-miR-500a-3p",0.113063543596687,7.6046612982707,1.30596422660471,0.253126656141375,0.334318225092382,"Stable"
"hsa-miR-5001-5p",0.26617018082632,1.18887009129014,1.21314901017601,0.270709364034344,0.356792676446939,"Stable"
"hsa-miR-4781-3p",-0.251075795072791,1.17737772989049,1.21001202170717,0.271329741037581,0.356863751260284,"Stable"
"hsa-miR-500b-3p",0.186769454975323,1.53799378928326,1.19263495613637,0.274798698067693,0.360673291213847,"Stable"
"hsa-miR-769-3p",0.144600497126357,1.85260331853084,1.1601236500189,0.281439897985752,0.368621903806702,"Stable"
"hsa-miR-3682-3p",-0.204357912483431,1.34129846423957,1.13335187865849,0.287061504827968,0.375204871455643,"Stable"
"hsa-miR-20b-3p",-0.2254300882939,1.28471279684088,1.12668586156036,0.288483356164051,0.376282638474849,"Stable"
"hsa-miR-532-5p",-0.0833997160176604,9.77700791089623,1.1034910081795,0.293501248470781,0.382036749042546,"Stable"
"hsa-miR-940",-0.135179326946675,1.97531740097065,1.09823178846023,0.294654480527511,0.382747057180066,"Stable"
"hsa-miR-1304-5p",-0.223070961360312,1.20422594378967,1.00508626499334,0.316082902603561,0.409737095967579,"Stable"
"hsa-miR-628-5p",-0.0795902553928357,4.37211589605953,0.993534818634316,0.318879965906441,0.41126304617482,"Stable"
"hsa-miR-299-5p",-0.198243921623489,1.48226160182958,0.992609008417958,0.319105545018366,0.41126304617482,"Stable"
"hsa-miR-32-5p",-0.0828971039317703,6.2017962765636,0.991314870312749,0.319421220923196,0.41126304617482,"Stable"
"hsa-miR-32-3p",0.140787112726516,1.77453762155664,0.989472811370717,0.319871258135971,0.41126304617482,"Stable"
"hsa-miR-1287-3p",0.115981599981286,3.60530440335936,0.976192087519962,0.323140730071942,0.414620488687013,"Stable"
"hsa-miR-1262",-0.183159166450059,1.37670647119926,0.966607597329784,0.325527694052318,0.416834242384065,"Stable"
"hsa-miR-660-3p",-0.200708778200914,1.26008765471945,0.925252747857456,0.336099541446994,0.429115687976199,"Stable"
"hsa-miR-4685-3p",-0.219902579857176,1.17532289438202,0.923792353807301,0.336481190254353,0.429115687976199,"Stable"
"hsa-miR-148a-5p",-0.136037263360715,5.82747502729458,0.917986420451598,0.338004228508973,0.430187199920511,"Stable"
"hsa-miR-1266-5p",0.104629327575415,4.05863194899864,0.912558969284532,0.339436359353798,0.43113892417922,"Stable"
"hsa-miR-874-5p",-0.13998066642123,2.39251414174233,0.90060771714252,0.342618812113558,0.434305536481975,"Stable"
"hsa-miR-452-3p",0.104346898930727,2.2469316391558,0.87587937402003,0.349332774956944,0.441927004463604,"Stable"
"hsa-miR-4536-3p",-0.187083646380461,1.30140070336456,0.871186695546356,0.350626990552656,0.442675358813975,"Stable"
"hsa-miR-570-3p",-0.200601577410105,1.20877084922256,0.824616270846775,0.363833924655042,0.458430745065354,"Stable"
"hsa-miR-664a-3p",0.0777390062949985,6.29899265122666,0.813928661051136,0.366961284155939,0.461448321393695,"Stable"
"hsa-miR-501-5p",-0.0969233408955486,2.14011098862033,0.781360805407019,0.376725279998008,0.472782721909851,"Stable"
"hsa-miR-532-3p",-0.0793049731854145,5.58638081980637,0.773097286208667,0.379260584281801,0.475018226834064,"Stable"
"hsa-miR-6868-3p",0.177511167243662,1.32414995953183,0.733588775929775,0.391722394146796,0.489652992683495,"Stable"
"hsa-miR-3614-3p",-0.180731921554177,1.24086053190027,0.707972620046405,0.400117675576279,0.498287211352518,"Stable"
"hsa-miR-431-3p",0.173083566417248,1.93561157084163,0.707690333128994,0.400211633245039,0.498287211352518,"Stable"
"hsa-miR-580-3p",-0.189128278782121,1.18770993310403,0.693160855866978,0.405091332862299,0.503367928408774,"Stable"
"hsa-miR-136-5p",-0.169340908961153,3.48508303203425,0.688377338250916,0.406716857078718,0.504392952676363,"Stable"
"hsa-miR-766-3p",-0.100512713915395,3.01088722165509,0.679920231915844,0.409614193322836,0.506988097825906,"Stable"
"hsa-miR-6837-3p",-0.141340361207556,1.46657154684942,0.673236204792801,0.411925588985939,0.50884925698263,"Stable"
"hsa-miR-148b-5p",-0.087366922241304,2.18762872228651,0.654495316153884,0.418510056888901,0.515708311467071,"Stable"
"hsa-miR-548o-3p",-0.153939759067305,1.35804547531526,0.6527945424005,0.419115326144667,0.515708311467071,"Stable"
"hsa-miR-24-3p",0.0566956691630744,11.0946915136723,0.631123074673837,0.426943661802687,0.524316777652423,"Stable"
"hsa-miR-545-5p",0.192822235455975,1.16225698639886,0.615120514164317,0.432866334365042,0.530556012937697,"Stable"
"hsa-miR-676-5p",0.151709805179143,1.42302766905972,0.608253800328328,0.435446043705737,0.532576881745045,"Stable"
"hsa-miR-511-3p",0.157091552276074,1.35112103509472,0.606243203546228,0.436205826953084,0.532576881745045,"Stable"
"hsa-miR-4449",-0.161550319536841,1.26555709894784,0.601033482060018,0.438183977329191,0.533480315474572,"Stable"
"hsa-miR-127-3p",-0.165790126898332,7.51337375529407,0.599839238362165,0.438639370501315,0.533480315474572,"Stable"
"hsa-miR-99a-3p",-0.0696535372530175,3.14977839359066,0.593220278307172,0.441176551858403,0.535532230579564,"Stable"
"hsa-miR-505-5p",0.0701607697383843,2.97175408660482,0.586267721612614,0.443866007609633,0.537760739988593,"Stable"
"hsa-miR-10b-3p",-0.0841704350199249,3.30359005749697,0.560993040541007,0.453860407965833,0.548813929018185,"Stable"
"hsa-miR-3614-5p",-0.126467735577957,1.51463028333032,0.536658803247121,0.46382073481437,0.559783645465619,"Stable"
"hsa-miR-497-3p",0.143101646256605,1.37229694767754,0.528802207195383,0.467110872155967,0.562676576402025,"Stable"
"hsa-miR-15a-3p",0.167841899183879,1.19779767963942,0.508801582104411,0.475658102698997,0.571879016603756,"Stable"
"hsa-miR-191-3p",0.0923144363209462,1.83616387736646,0.468232623447989,0.4938013699398,0.591729246895999,"Stable"
"hsa-miR-2110",0.100740370956627,1.891893366942,0.467036969983553,0.494353468353831,0.591729246895999,"Stable"
"hsa-miR-30c-1-3p",0.0969805755731449,2.05091226689616,0.465669424218049,0.494986211292367,0.591729246895999,"Stable"
"hsa-miR-6761-5p",-0.133413160160959,1.31897131889939,0.453742435354542,0.500563068592402,0.597262752297752,"Stable"
"hsa-miR-20a-3p",-0.0708830986836663,3.37038934572134,0.444008656248116,0.505193966570936,0.600132400386246,"Stable"
"hsa-miR-19a-3p",-0.0832960239233227,4.62246072488622,0.44328293408546,0.505542164237311,0.600132400386246,"Stable"
"hsa-miR-98-5p",0.0510245740092089,6.3333610412888,0.442692239248004,0.50582588032555,0.600132400386246,"Stable"
"hsa-miR-378d",0.146336044301217,1.2574823347327,0.435884267313071,0.509115663077472,0.602900127328586,"Stable"
"hsa-miR-155-5p",-0.112443149655145,8.10323371644799,0.428747178926074,0.512604329574588,0.605892547151952,"Stable"
"hsa-miR-374b-3p",0.0789733261242863,1.99560779502844,0.416068452909997,0.518905357682743,0.61219171412009,"Stable"
"hsa-miR-643",-0.150182694458282,1.15153870888919,0.39799512960488,0.528126475899351,0.621518875590766,"Stable"
"hsa-miR-17-3p",0.0430768878869733,8.32825431191106,0.39672722421551,0.528784313201032,0.621518875590766,"Stable"
"hsa-miR-192-5p",-0.0496063846210941,9.542717757747,0.394745812606402,0.529815290397097,0.621571011080393,"Stable"
"hsa-miR-5706",0.136323044907199,1.265133230611,0.387480456842212,0.533626762591266,0.623742576697235,"Stable"
"hsa-miR-5683",0.13964292674242,2.20692697695281,0.387267333164345,0.533739316200405,0.623742576697235,"Stable"
"hsa-miR-590-3p",-0.0557997477006767,2.70191469027173,0.385571404404402,0.534636494311916,0.623742576697235,"Stable"
"hsa-miR-664a-5p",-0.0520598509922112,3.62641065310356,0.375211267528243,0.540177293723964,0.627442708820146,"Stable"
"hsa-miR-382-5p",0.124980533546318,2.67036304393922,0.374169746849361,0.540740125675256,0.627442708820146,"Stable"
"hsa-miR-320a-3p",-0.0489699581232798,9.04799669527596,0.374066721382064,0.540795858554507,0.627442708820146,"Stable"
"hsa-miR-34c-5p",-0.0991183745537646,2.60059677224261,0.36791873135644,0.544140929211129,0.630163208461418,"Stable"
"hsa-miR-210-3p",0.107101104945203,6.78627455514775,0.359903954107722,0.548559581763214,0.634114745891421,"Stable"
"hsa-miR-760",-0.113421041474276,1.34159606383405,0.34334722536272,0.557903482733613,0.643734787769553,"Stable"
"hsa-miR-487b-3p",-0.105548669254843,1.80809508833633,0.338472149949553,0.560712456273812,0.645793139766913,"Stable"
"hsa-miR-1343-3p",-0.0973678377459984,1.47899922480523,0.323322568000208,0.569617711759696,0.654575731564023,"Stable"
"hsa-miR-203b-3p",0.0919512280959778,5.38608432995604,0.321986959739547,0.570415994648648,0.654575731564023,"Stable"
"hsa-miR-219a-1-3p",0.0775691400732819,2.37249104033273,0.315888819865108,0.574088852254356,0.657592685309536,"Stable"
"hsa-miR-485-3p",0.0987581851690982,1.64005988196287,0.297286997612673,0.5855882496934,0.669547363533288,"Stable"
"hsa-miR-887-5p",-0.103018175924432,1.33065583177706,0.276188109066936,0.599210619722129,0.682952578589407,"Stable"
"hsa-miR-874-3p",0.0857641749480106,7.04779858696506,0.275779989050875,0.599480596761812,0.682952578589407,"Stable"
"hsa-miR-505-3p",-0.0321945205117597,4.91094218313548,0.270190225045212,0.603204196286737,0.685954230434377,"Stable"
"hsa-miR-3117-3p",-0.109617322053242,1.55558597314391,0.26522016728876,0.606556298716574,0.688523366110705,"Stable"
"hsa-miR-194-5p",0.0392810169715897,8.40315507337796,0.263098431761364,0.607999437004835,0.688920225383176,"Stable"
"hsa-let-7f-5p",0.0712973240172622,14.6433126465444,0.260866580399693,0.609525426657075,0.689409369468505,"Stable"
"hsa-miR-146a-5p",0.0831623957088803,6.94350922204774,0.256740847939454,0.612368129633273,0.691383372166599,"Stable"
"hsa-miR-19b-1-5p",-0.0410712063789087,3.23102682074312,0.237089764211078,0.626315987248571,0.705865960584257,"Stable"
"hsa-miR-382-3p",-0.0943129933402385,1.37728915582488,0.228937288704287,0.632312934853624,0.711352051710327,"Stable"
"hsa-miR-154-3p",0.096476617166084,1.32555303591143,0.221561274363069,0.637852871995561,0.716305364273089,"Stable"
"hsa-miR-374a-3p",0.047284340615277,10.0429698272144,0.218868552742379,0.639903379951509,0.716442566199996,"Stable"
"hsa-miR-101-3p",0.0395385822000884,14.8546712615598,0.218416050226665,0.640249467889838,0.716442566199996,"Stable"
"hsa-miR-378c",0.0523583170130701,2.51965108441586,0.21561045355088,0.642405081812789,0.717580144578116,"Stable"
"hsa-let-7g-3p",0.0366443443034177,6.25052498955813,0.213505350634136,0.64403371019383,0.718126083932943,"Stable"
"hsa-miR-34b-5p",-0.0897475372122656,1.39898680490865,0.209406266913845,0.647233164367386,0.720418539843556,"Stable"
"hsa-miR-129-5p",-0.118729490066224,2.87312402940539,0.203382908283743,0.652004005277043,0.724009668551408,"Stable"
"hsa-miR-30e-5p",-0.0320949815946997,13.6070314002473,0.202440738447535,0.652757923392381,0.724009668551408,"Stable"
"hsa-miR-1296-5p",0.0372483530820205,3.06343627048371,0.196702355382115,0.6573958806589,0.727872416195267,"Stable"
"hsa-miR-200c-5p",-0.0394208846636081,4.99033084303017,0.188893860346184,0.663838846760221,0.733531627973632,"Stable"
"hsa-miR-6802-3p",0.0765126843202732,1.47275128789193,0.187388882711673,0.665098771392594,0.733531627973632,"Stable"
"hsa-miR-550a-5p",-0.045681758382386,2.22600893527184,0.186316577470905,0.666000144763361,0.733531627973632,"Stable"
"hsa-miR-4786-5p",0.0973400602198873,1.20216977671212,0.174279984649644,0.676335728439225,0.742720132764296,"Stable"
"hsa-miR-758-3p",0.0838606364152929,2.3991055183066,0.173863736615999,0.67670056540747,0.742720132764296,"Stable"
"hsa-miR-676-3p",0.0683734264618025,2.20763110432761,0.169617033772624,0.68045238634093,0.745539136338758,"Stable"
"hsa-let-7f-1-3p",-0.0321836035290473,2.80162052868804,0.16112141164723,0.688126152205508,0.752637978974774,"Stable"
"hsa-miR-24-2-5p",-0.0324690423338641,4.46416972806417,0.157822291902562,0.691169444938944,0.754656413018257,"Stable"
"hsa-miR-128-3p",0.027605131315266,7.24672754476616,0.151957893947042,0.696671302535408,0.75934761349015,"Stable"
"hsa-miR-320c",0.0678659062512124,1.47547011116602,0.147612888551009,0.700827085126473,0.76147160087232,"Stable"
"hsa-miR-4638-3p",0.0662220320179035,1.49357787383342,0.147394976142266,0.701037346834834,0.76147160087232,"Stable"
"hsa-miR-296-5p",-0.0314321543098547,3.56786550362578,0.128168813360389,0.720338282710082,0.781089704143462,"Stable"
"hsa-miR-6803-3p",-0.0692076616355019,1.33219572831274,0.123676208528479,0.725081048638363,0.784881547495136,"Stable"
"hsa-miR-1301-5p",-0.0777122525672608,1.17278739763887,0.110643186656262,0.73941306187612,0.799022691221193,"Stable"
"hsa-miR-4326",0.046256382693849,2.22787454530878,0.107063639957232,0.743512229280934,0.802076548710597,"Stable"
"hsa-miR-548e-3p",0.0781449675087966,1.17152399793417,0.105537463924321,0.745283019318463,0.80261248234296,"Stable"
"hsa-miR-323a-3p",-0.0676810979733566,1.38664004667649,0.10364624614391,0.747497111026994,0.803623173971,"Stable"
"hsa-miR-148a-3p",-0.0452158726318896,15.5165326605232,0.100535079780229,0.751188459873158,0.806215893901345,"Stable"
"hsa-miR-92b-5p",0.0560764972048667,1.41300242849903,0.090075730907472,0.764080901537603,0.818658108790289,"Stable"
"hsa-miR-432-5p",0.0544398654534456,1.91919092623678,0.0838562257497415,0.772138032641804,0.82588618092417,"Stable"
"hsa-miR-17-5p",0.0239030667825216,8.23617602301075,0.0799176982670815,0.777408974499983,0.829576024927449,"Stable"
"hsa-miR-6833-3p",-0.0614274481534791,1.23783466129091,0.0793198020041643,0.778221318622417,0.829576024927449,"Stable"
"hsa-miR-548aw",-0.057258998058778,1.28415916438585,0.0758598724902981,0.782988425845139,0.832692092601403,"Stable"
"hsa-miR-377-5p",0.0616537762544509,1.34712475246219,0.0752877104643517,0.783787953829574,0.832692092601403,"Stable"
"hsa-miR-219a-5p",-0.0462278561345545,1.8561047211123,0.0714157415561658,0.789286506339934,0.837122052178718,"Stable"
"hsa-miR-185-5p",-0.020264612751846,6.72408593503972,0.0634722749042567,0.801089724735704,0.847201647475905,"Stable"
"hsa-miR-101-5p",-0.0264047180966586,4.6130853981905,0.0632183602086798,0.801479653802602,0.847201647475905,"Stable"
"hsa-miR-197-3p",0.0184510382970646,8.10479047247965,0.0550437998588222,0.814508225161909,0.859531292884426,"Stable"
"hsa-miR-423-5p",-0.0189907181145277,6.22723819343194,0.0464317493072031,0.829392888422581,0.873775116565595,"Stable"
"hsa-miR-642a-5p",0.0374543434399601,1.99141028289283,0.0435459326960199,0.83470069106362,0.877898890434192,"Stable"
"hsa-miR-3677-3p",0.0232431590022098,2.22320351138567,0.0416432366845925,0.838301340620534,0.880216407651561,"Stable"
"hsa-miR-3909",0.0418822022949285,1.28204641454772,0.0392575819794274,0.84293923673781,0.882215120184142,"Stable"
"hsa-miR-320d",-0.0394631598340048,1.32468432194802,0.0392239973134565,0.843005559287069,0.882215120184142,"Stable"
"hsa-miR-618",0.0389752088572554,1.29114690838263,0.0344856493367729,0.85267758029631,0.890857173443906,"Stable"
"hsa-miR-15b-5p",0.0148485425521676,7.8058290815643,0.0318432594964406,0.858372100029406,0.894723814974315,"Stable"
"hsa-miR-1306-3p",0.0269014054704294,1.65250665678723,0.0314596058751135,0.859218901681684,0.894723814974315,"Stable"
"hsa-let-7a-5p",-0.0170463480746651,15.7078079009919,0.0283911825302994,0.866192435421276,0.899751272505906,"Stable"
"hsa-miR-6509-5p",0.0342789738011754,1.31641789421849,0.0280875279643737,0.866903210176325,0.899751272505906,"Stable"
"hsa-miR-6511b-3p",0.0185196909044586,2.45676185934845,0.0258799760133002,0.872193785859708,0.903753429427,"Stable"
"hsa-miR-625-3p",0.0149100074324746,6.99348063621466,0.0241503379569394,0.876502996450625,0.905671685185436,"Stable"
"hsa-miR-378a-5p",-0.0151538121914442,5.14743947617757,0.0235902741803784,0.877932031160186,0.905671685185436,"Stable"
"hsa-miR-652-5p",-0.0309101072221334,1.31525368569541,0.0234247171387381,0.878357777219526,0.905671685185436,"Stable"
"hsa-miR-3928-3p",0.0223494990078233,1.5503873547884,0.0186170576468783,0.891470023947409,0.917689730534097,"Stable"
"hsa-miR-3064-3p",0.0295326543713403,1.21512848159722,0.0169270382566822,0.896484183666217,0.92134589838453,"Stable"
"hsa-let-7f-2-3p",0.0160416947061202,1.85434983369893,0.0148662320034987,0.902956706641821,0.926486523101542,"Stable"
"hsa-miR-6755-5p",0.0183102651978614,1.62668597235561,0.0138425677545797,0.906341465880515,0.928447355292235,"Stable"
"hsa-miR-370-3p",-0.022198732247148,1.7193474876871,0.0123845975535914,0.911389472183911,0.932102869279,"Stable"
"hsa-miR-3920",-0.0231668874421526,1.23732063292735,0.0111632698360324,0.915854993275306,0.934835562054614,"Stable"
"hsa-miR-1180-3p",-0.0105532033887879,5.65332590605906,0.0108527726555394,0.917029170396431,0.934835562054614,"Stable"
"hsa-miR-502-5p",0.0143787313936651,1.46376624388259,0.00661112486395155,0.935196356672287,0.951815354933023,"Stable"
"hsa-miR-130b-5p",-0.0135839280353173,4.03609764746605,0.0059259559441216,0.938639271776925,0.951868597456994,"Stable"
"hsa-miR-34c-3p",-0.0120254841952193,2.16650165951895,0.00591148868056734,0.9387140710408,0.951868597456994,"Stable"
"hsa-miR-627-5p",0.0109862698304971,1.72339177399468,0.00570699343592196,0.939781377171826,0.951868597456994,"Stable"
"hsa-miR-4727-5p",-0.0163054356149637,1.15759393714261,0.00459823950811256,0.945936628445666,0.956565129888876,"Stable"
"hsa-miR-3940-3p",0.0136992414055505,1.32634221678719,0.00418675128730683,0.948408793992264,0.957528109319113,"Stable"
"hsa-miR-651-5p",-0.00495811178620686,2.59436130838478,0.00216216482749587,0.962912464034821,0.9706157637471,"Stable"
"hsa-miR-889-3p",-0.00838966963230913,2.59943750289979,0.0019444218416993,0.964828200949124,0.970993237376914,"Stable"
"hsa-miR-421",-0.00430342222323659,2.08280213399811,0.0013607383228873,0.970574158932917,0.975218054430203,"Stable"
"hsa-miR-33a-3p",0.00417542815431752,1.88409693713019,0.00104923425539027,0.974159533414408,0.977261952310633,"Stable"
"hsa-miR-143-5p",-0.00114462960257824,6.03060774530358,8.70190165187523e-05,0.992557122893228,0.99413511513948,"Stable"
"hsa-miR-151b",0.00040806638685697,3.01028913707113,2.19696692624893e-05,0.996260184039232,0.996260184039232,"Stable"
